Frequency (GHz),Signal,B Field (mT)
-1.6064516129032258,0.24944162859517183,54.561865999999995
-1.4903225806451612,0.4332666907574353,41.86
-1.3483870967741938,0.2988250478405401,32.76
-1.2709677419354843,0.4466303724673537,23.66
-1.1548387096774198,0.3669641024082032,14.56
-0.9612903225806457,0.3193078157542757,5.46
