Frequency (GHz),Signal,B Field (mT)
-0.48387096774193594,0.3595884562076766,54.561865999999995
-0.4709677419354845,0.5948914760081441,41.86
-0.2645161290322582,0.40557351073982145,32.76
-0.1483870967741936,0.5261091987524436,23.66
0.006451612903225268,0.5257861971632627,14.56
0.01935483870967669,0.44208231136764276,5.46
