Frequency (GHz),Signal,B Field (mT)
-0.4451612903225808,0.36275862119986113,54.561865999999995
-0.49677419354838737,0.5881159858120509,41.86
-0.612903225806452,0.36574344065825454,32.76
-0.7161290322580651,0.48083454694859673,23.66
-0.8193548387096774,0.42363830214777276,14.56
-0.9612903225806457,0.3193078157542757,5.46
